store_id,item_id,wm_yr_wk,sell_price
CA_1,HOBBIES_1_000_CA_1,11101,15.17033754304666
CA_1,HOBBIES_1_000_CA_1,11102,5.613994107951328
CA_1,HOBBIES_1_000_CA_1,11103,8.807365371083181
CA_1,HOBBIES_1_000_CA_1,11104,7.344952767432189
CA_1,HOBBIES_1_000_CA_1,11105,6.70501929738423
CA_1,HOBBIES_1_000_CA_1,11106,4.72171901787361
CA_1,HOBBIES_1_000_CA_1,11107,13.928804397770758
CA_1,HOBBIES_1_000_CA_1,11108,14.389534468482003
CA_1,HOBBIES_1_000_CA_1,11109,7.772358696888345
CA_1,HOBBIES_1_000_CA_1,11110,15.698007381472216
CA_1,HOBBIES_1_000_CA_1,11111,10.29403624177287
CA_1,HOBBIES_1_000_CA_1,11112,8.773798344105765
CA_1,HOBBIES_1_000_CA_1,11113,9.892330250142146
CA_1,HOBBIES_1_000_CA_1,11114,12.914988642174073
CA_1,HOBBIES_1_000_CA_1,11115,10.452456879308436
CA_1,HOBBIES_1_000_CA_1,11116,11.530057283695616
CA_1,HOBBIES_1_000_CA_1,11117,2.887044092692223
CA_1,HOBBIES_1_000_CA_1,11118,4.983264881911102
CA_1,HOBBIES_1_000_CA_1,11119,9.230665201197448
CA_1,HOBBIES_1_000_CA_1,11120,7.884445573411696
CA_1,HOBBIES_1_000_CA_1,11121,14.011128309825574
CA_1,HOBBIES_1_000_CA_1,11122,5.914795803450801
CA_1,HOBBIES_1_000_CA_1,11123,6.976883038709277
CA_1,HOBBIES_1_000_CA_1,11124,4.879231047879228
CA_1,HOBBIES_1_000_CA_1,11125,5.0371693534571715
CA_1,HOBBIES_1_000_CA_1,11126,3.25827838625735
CA_1,HOBBIES_1_000_CA_1,11127,14.195989175611428
CA_1,HOBBIES_1_000_CA_1,11128,9.765110377819695
CA_1,HOBBIES_1_000_CA_1,11129,12.586356217104033
CA_1,HOBBIES_1_000_CA_1,11130,3.924471953119226
CA_1,HOBBIES_1_001_CA_1,11101,4.1324148952178685
CA_1,HOBBIES_1_001_CA_1,11102,8.765098571768164
CA_1,HOBBIES_1_001_CA_1,11103,10.833248382805236
CA_1,HOBBIES_1_001_CA_1,11104,10.919672732002883
CA_1,HOBBIES_1_001_CA_1,11105,4.468394585811521
CA_1,HOBBIES_1_001_CA_1,11106,3.523298610275007
CA_1,HOBBIES_1_001_CA_1,11107,2.7105214922713854
CA_1,HOBBIES_1_001_CA_1,11108,13.788783405528338
CA_1,HOBBIES_1_001_CA_1,11109,15.068213719150089
CA_1,HOBBIES_1_001_CA_1,11110,12.111252404029422
CA_1,HOBBIES_1_001_CA_1,11111,14.294939468504278
CA_1,HOBBIES_1_001_CA_1,11112,4.22573850025239
CA_1,HOBBIES_1_001_CA_1,11113,9.19576001857511
CA_1,HOBBIES_1_001_CA_1,11114,6.887563774255895
CA_1,HOBBIES_1_001_CA_1,11115,11.200662376657375
CA_1,HOBBIES_1_001_CA_1,11116,2.5343635198686627
CA_1,HOBBIES_1_001_CA_1,11117,6.678131693483339
CA_1,HOBBIES_1_001_CA_1,11118,8.279793511669045
CA_1,HOBBIES_1_001_CA_1,11119,11.704096649034922
CA_1,HOBBIES_1_001_CA_1,11120,15.720418894277817
CA_1,HOBBIES_1_001_CA_1,11121,2.0689582573083536
CA_1,HOBBIES_1_001_CA_1,11122,11.838205312053534
CA_1,HOBBIES_1_001_CA_1,11123,7.615314653984722
CA_1,HOBBIES_1_001_CA_1,11124,9.478725257357214
CA_1,HOBBIES_1_001_CA_1,11125,11.758754138364095
CA_1,HOBBIES_1_001_CA_1,11126,12.44994038550365
CA_1,HOBBIES_1_001_CA_1,11127,2.539202778899213
CA_1,HOBBIES_1_001_CA_1,11128,2.6832883455773286
CA_1,HOBBIES_1_001_CA_1,11129,3.6546660867616168
CA_1,HOBBIES_1_001_CA_1,11130,10.856102467960168
CA_1,HOBBIES_1_002_CA_1,11101,12.654968823438638
CA_1,HOBBIES_1_002_CA_1,11102,10.458076130883635
CA_1,HOBBIES_1_002_CA_1,11103,2.0934211693735523
CA_1,HOBBIES_1_002_CA_1,11104,8.723941407345121
CA_1,HOBBIES_1_002_CA_1,11105,7.866241093109675
CA_1,HOBBIES_1_002_CA_1,11106,13.36182638801998
CA_1,HOBBIES_1_002_CA_1,11107,8.673996641393233
CA_1,HOBBIES_1_002_CA_1,11108,5.089570908219983
CA_1,HOBBIES_1_002_CA_1,11109,12.651996082888944
CA_1,HOBBIES_1_002_CA_1,11110,11.8038858313752
CA_1,HOBBIES_1_002_CA_1,11111,10.688724555671891
CA_1,HOBBIES_1_002_CA_1,11112,8.450277077041072
CA_1,HOBBIES_1_002_CA_1,11113,5.425178880629946
CA_1,HOBBIES_1_002_CA_1,11114,8.407550411548362
CA_1,HOBBIES_1_002_CA_1,11115,12.95768531491271
CA_1,HOBBIES_1_002_CA_1,11116,15.631921195975137
CA_1,HOBBIES_1_002_CA_1,11117,3.80364171883968
CA_1,HOBBIES_1_002_CA_1,11118,15.916760778160853
CA_1,HOBBIES_1_002_CA_1,11119,11.180464044705378
CA_1,HOBBIES_1_002_CA_1,11120,7.308811886622657
CA_1,HOBBIES_1_002_CA_1,11121,12.970770154756549
CA_1,HOBBIES_1_002_CA_1,11122,13.036809562278492
CA_1,HOBBIES_1_002_CA_1,11123,3.1787370392651138
CA_1,HOBBIES_1_002_CA_1,11124,9.596123238863184
CA_1,HOBBIES_1_002_CA_1,11125,6.328540792215729
CA_1,HOBBIES_1_002_CA_1,11126,6.317749868429582
CA_1,HOBBIES_1_002_CA_1,11127,14.893943734285696
CA_1,HOBBIES_1_002_CA_1,11128,14.244476655768162
CA_1,HOBBIES_1_002_CA_1,11129,12.728722396342327
CA_1,HOBBIES_1_002_CA_1,11130,13.498405563499617
CA_1,HOBBIES_1_003_CA_1,11101,4.485147657192823
CA_1,HOBBIES_1_003_CA_1,11102,13.63122222407237
CA_1,HOBBIES_1_003_CA_1,11103,15.846660684262298
CA_1,HOBBIES_1_003_CA_1,11104,3.673839834844462
